3671,7,Provence,Côtes de Provence,Provence Rosé
3672,2,California,California,Redtree
3674,2,California,North Coast,Shiloh Road
3677,2,California,Lodi,Longevity
3678,2,California,California,Lucky Star
3680,125,Walker Bay,,La Vierge
3681,36,Colchagua Valley,,Luis Felipe Edwards
3682,125,Western Cape,,MAN Vintners
3683,125,Western Cape,,Nederburg
3684,125,Robertson,,Robertson Winery
3685,174,Marlborough,,Seresin
3686,2,California,Sonoma Coast,Chasseur
3687,7,Champagne,Champagne,Ruinart
3689,1,Port,,Kopke
3691,7,Burgundy,Beaune,Albert Morot
3692,5,Northern Spain,Campo de Borja,Alto Moncayo
3695,0,Lombardy,Franciacorta,Ca' del Bosco
3696,2,California,Santa Lucia Highlands,Morgan
3697,5,Northern Spain,Bierzo,Pittacum
3698,7,Champagne,Champagne,Tendil & Lombardi
3699,7,Champagne,Champagne,Veuve Doussot
3700,0,Veneto,Amarone della Valpolicella,Villa Erbice
3701,16,Mendoza Province,Mendoza,Clos de Chacras
3704,2,California,Russian River Valley,Fog Crest
3707,2,Oregon,Eola-Amity Hills,Evening Land
3709,5,Northern Spain,Bierzo,Gancedo
3711,16,Mendoza Province,Mendoza,Septima
3712,2,California,Santa Barbara County,Curtis
3715,8,Württemberg,,Grafen Neipperg
3716,8,Baden,,Huber
3719,2,California,Santa Ynez Valley,Zaca Mesa
3720,5,Galicia,Rías Baixas,Pazo Serantellos
3721,2,Washington,Columbia Valley (WA),Pondera
3722,1,Port,,Royal Oporto
3724,7,Bordeaux,Saint-Émilion,Château Barde Haut
3725,7,Bordeaux,Haut-Médoc,Château Belgrave
3726,7,Bordeaux,Bordeaux Supérieur,Château Haut Bessac
3727,0,Tuscany,Rosso di Montalcino,Castelgiocondo
3728,5,Catalonia,Cava,Castillo Rocio
3729,7,Beaujolais,Beaujolais-Villages,Château Gaillard
3730,7,Southwest France,Fronton,Château Laurou
3731,36,Central Valley,,Cuna del Sol
3732,2,California,California,HandCraft
3733,7,Languedoc-Roussillon,Picpoul de Pinet,Jadix
3734,7,Alsace,Alsace,Joseph Cattin
3735,7,Southwest France,Côtes de Gascogne,Domaine de Ménard
3736,7,Provence,Coteaux d'Aix-en-Provence,Domaine Sarragousse
3737,5,Catalonia,Cava,Dominio de la Vega
3738,271,Pangeon,,Estate Biblia Chora
3740,0,Tuscany,Rosso di Montalcino,Fattoria dei Barbi
3742,0,Tuscany,Rosso di Montalcino,Villa al Cortile
3743,36,Curicó Valley,,Viña Requingua
3744,0,Tuscany,Rosso di Montalcino,Poggio di Sotto
3745,2,California,Paso Robles,Pomar Junction
3746,2,California,Napa Valley,Purple Heart Wines
3748,2,California,California,Domino
3749,7,Southwest France,Cahors,Château Nozières
3751,7,Beaujolais,Morgon,Domaine de Leyre-Loup
3752,7,Languedoc-Roussillon,Picpoul de Pinet,Domaine Delsol
3753,7,Alsace,Alsace,Domaine Fritz Schmitt
3755,36,Elqui Valley,,Elqui Wines
3756,0,Tuscany,Rosso di Montalcino,Fattoria La Lecciaia
3757,2,California,Sonoma County,Kunde
3759,16,Mendoza Province,Mendoza,Don Miguel Gascón
3763,174,Wairau Valley,,Grove Mill
3764,2,Washington,Ancient Lakes,Jones of Washington
3765,2,New York,New York,Leonard Oakes
3768,0,Southern Italy,Sannio,Mustilli
3769,0,Southern Italy,Greco di Tufo,Nativ
3770,2,California,Carneros,Nickel & Nickel
3772,2,Virginia,Monticello,Pollak
3773,2,California,Russian River Valley,Roadhouse Winery
3774,2,California,Napa Valley,Rutherford Hill
3776,0,Southern Italy,Basilicata,Taverna
3778,2,Virginia,Virginia,Molliver Vineyards
3779,2,New York,North Fork of Long Island,Roanoke Vineyards
3780,2,New York,Finger Lakes,Bellwether
3781,174,Marlborough,,Wairau River
3782,2,Washington,Columbia Valley (WA),Wild Meadows
3783,7,Alsace,Alsace,Henri Schoenheitz
3785,0,Southern Italy,Fiano di Avellino,Cantina del Barone
3786,0,Sicily & Sardinia,Terre Siciliane,Cantine Gulino
3787,2,California,Sonoma Valley,Sheldon
3788,2,California,Red Hills Lake County,Sol Rouge
3789,93,Österreichischer Sekt,,Szigeti
3790,2,Washington,Columbia Valley (WA),Tre Nova
3794,2,New York,Seneca Lake,Benmarl
3796,0,Tuscany,Morellino di Scansano,Il Grillesino
3797,0,Tuscany,Rosso di Montepulciano,La Braccesca
3798,0,Tuscany,Rosso di Montalcino,La Poderina
3801,36,Central Valley,,Máscara de Feugo
3803,2,Washington,Yakima Valley,Mercer Canyons
3805,5,Catalonia,Cava,Mont-Ferrant
3806,2,California,Monterey,Noble Vines
3807,2,California,California,Avalon
3812,2,California,California,Cedar View Winery
3813,7,Beaujolais,Beaujolais-Villages,Château de Corcelles
3818,1,Douro,,Quinta das Bandeiras
3819,1,Lisboa,,Quinta do Pinto
3821,5,Northern Spain,Rioja,Pujanza
3822,2,California,Santa Lucia Highlands,Roar
3823,7,Loire Valley,Coteaux du Layon,Domaine des Baumard
3825,7,Rhône Valley,Cornas,Paul Jaboulet Aîné
3826,0,Tuscany,Vino Nobile di Montepulciano,Villa S. Anna
3829,7,Alsace,Alsace,Louis Sipp
3830,0,Tuscany,Chianti Classico,San Giusto a Rentennano
3831,2,California,Napa Valley,Black Coyote
3833,7,Alsace,Alsace,Domaine Ehrhart
3834,7,Rhône Valley,Ventoux,Domaine de Fondrèche
3835,0,Tuscany,Vino Nobile di Montepulciano,Antico Colle
3836,1,Douro,,Wine & Soul
3837,0,Tuscany,Chianti Classico,Istine
3838,7,Alsace,Alsace,Joseph Fritsch
3839,2,California,Napa Valley,Retro
3842,0,Tuscany,Chianti Classico,Bibbiano
3844,0,Tuscany,Chianti Classico,Castellinuzza e Piuca
3845,7,Alsace,Alsace,Domaine Schoffit
3846,2,California,Russian River Valley,Gary Farrell
3847,0,Southern Italy,Taburno,Ocone
3849,2,California,Rutherford,Round Pond
3852,7,Loire Valley,Chinon,Bernard Baudry
3853,7,Loire Valley,Chinon,Charles Joguet
3854,7,Loire Valley,Savennières,Château d'Epire
3855,2,California,Howell Mountain,Dark Matter
3856,36,Maipo Valley,,Domus Aurea
3859,2,California,Napa Valley,Tudal
3860,2,California,Napa Valley,Viader
3861,2,California,Sta. Rita Hills,Zotovich Cellars
3863,7,Loire Valley,Vouvray,Domaine Huët
3864,2,California,Russian River Valley,Donelan
3865,2,California,Santa Ynez Valley,Beckmen
3866,2,Oregon,Columbia Gorge (OR),Viento
3868,2,California,Napa Valley,Wine Spots
3872,2,California,Howell Mountain,Elyse
3873,2,Oregon,Oregon,Francis Tannahill
3875,0,Central Italy,Trebbiano d'Abruzzo,Masciarelli
3876,2,California,Russian River Valley,Castle Rock
3877,7,Loire Valley,Crémant de Loire,Château Moncontour
3878,2,California,Carneros,Derbes
3879,2,California,Rutherford,Frog's Leap
3880,77,South Australia,South Australia,Hellbent
3883,0,Tuscany,Rosso di Montalcino,Sesti
3885,5,Catalonia,Terra Alta,Las Colinas Del Ebro
3887,5,Central Spain,Valdepeñas,Anciano
3888,2,Washington,Washington,Avery Lane
3889,2,California,Sonoma Valley,Beltane Ranch
3890,5,Galicia,Ribeiro,Bodegas Docampo
3894,7,Loire Valley,Menetou-Salon,Domaine Henry Pellé
3895,5,Northern Spain,Cariñena,El Burro
3896,2,California,Napa Valley,Enkidu
3897,5,Levante,Yecla,Valle de Salinas
3898,2,California,Paso Robles,Villa San Juliette
3899,2,Oregon,Applegate Valley,Plaisance Ranch
3900,0,Northeastern Italy,Friuli Colli Orientali,Poggiobello
3901,2,California,Sonoma County,Previous
3902,0,Northeastern Italy,Collio,Primosic
3903,1,Lisboa,,Quinta da Romeira
3904,2,California,Carneros,Roche
3905,0,Northeastern Italy,Collio,Ronco dei Tassi
3906,7,Loire Valley,Crémant de Loire,Sauvion
3908,0,Northeastern Italy,Collio,La Rajade
3909,0,Northeastern Italy,Friuli Colli Orientali,La Tunella
3913,7,Loire Valley,Crémant de Loire,Louis de Grenelle
3915,2,California,Carneros,Meadowcroft
3916,2,California,Santa Cruz Mountains,Mignanelli
3917,16,Mendoza Province,Uco Valley,Monteviejo
3919,5,Northern Spain,Rueda,Nisia
3925,2,California,Santa Clara Valley,Sarah's Vineyard
3927,0,Northeastern Italy,Collio,Tenuta di Angoris
3929,16,Mendoza Province,Mendoza,Don Cristobal 1492
3930,16,Mendoza Province,Mendoza,Finca El Origen
3931,2,California,California,Glen Ellen
3932,2,California,Dry Creek Valley,Manzanita Creek
3933,16,Other,San Juan,Montepio
3934,16,Mendoza Province,Mendoza,Notro
3935,5,Northern Spain,Navarra,Ochoa
3937,2,California,Napa Valley,Starmont
3939,2,California,Santa Ynez Valley,Brophy Clark
3940,16,Mendoza Province,Mendoza,Caligiore
3942,2,California,Livermore Valley,Cedar Mountain
3943,2,California,Central Coast,Concannon
3944,5,Northern Spain,Cariñena,Solar de Urbezo
3949,77,Australia Other,South Eastern Australia,Yellow Tail
3950,1,Vinho Verde,,Adega Cooperativa Ponte de Barca
3951,16,Mendoza Province,Mendoza,Pasaje Alto
3953,5,Northern Spain,Calatayud,Figaro
3954,0,Tuscany,Vin Santo del Chianti,Fattoria di Casalbosco
3957,2,California,Napa Valley,Jarvis
3958,36,Casablanca Valley,,Kingston Family
3962,93,Kamptal,,Loimer
3965,2,California,Napa Valley,M by Michael Mondavi
3966,2,California,Santa Barbara County,Margerum
3967,2,California,Dry Creek Valley,Pedroncelli
3968,0,Tuscany,Vin Santo del Chianti,Pietro Beconcini
3969,125,Coastal Region,,Boekenhoutskloof
3972,7,Bordeaux,Haut-Médoc,Château Cambon la Pelouse
3973,7,Bordeaux,Saint-Estèphe,Château Lilian Ladouys
3974,2,California,St. Helena,Corison
3977,0,Veneto,Recioto della Valpolicella Classico,Nicolis
3980,2,Washington,Columbia Valley (WA),Covey Run
3981,2,California,Russian River Valley,Bearboat
3982,174,Marlborough,,Spy Valley
3983,93,Kamptal,,Jurtschitsch
3984,0,Piedmont,Barbera d'Alba Superiore,Valdinera
3986,0,Piedmont,Monferrato,Renato Ratti
3988,0,Piedmont,Dolcetto d'Alba,Pertinace
3991,2,Washington,Horse Heaven Hills,Seia
3992,2,California,Russian River Valley,Kindred
3993,2,California,Paso Robles,Maddalena
3995,16,Other,Neuquén,Familia Schroeder
3996,0,Piedmont,Moscato d'Asti,Il Falchetto
3998,5,Northern Spain,Ribera del Duero,Señorío de Caleruega
4000,5,Northern Spain,Toro,Telmo Rodríguez
4001,2,Virginia,Virginia,Breaux
4002,16,Mendoza Province,Mendoza,Chakras
4004,7,Provence,Côtes de Provence Sainte-Victoire,Château Henri Bonnaud
4005,7,Provence,Côtes de Provence,Château la Gordonne
4006,0,Southern Italy,Fiano di Avellino,Contrada Michele
4007,4007,Istria,,Coronica
4009,2,New York,Finger Lakes,Dr. Konstantin Frank
4011,16,Mendoza Province,Mendoza,Argento
4012,125,Stellenbosch,,Beau Joubert
4016,5,Catalonia,Cava,Llopart
4017,174,Hawke's Bay,,Maimai
4018,0,Southern Italy,Falerno del Massico,Masseria Felicia
4019,4007,Peljesac,,Miloš
4023,5,Northern Spain,Vino de la Tierra de Castilla y León,Pedro Escudero
4024,125,Coastal Region,,Raats Family
4025,125,Stellenbosch,,Radford Dale
4026,0,Southern Italy,Greco di Tufo,Sanpaolo
4028,2,California,Sonoma County,Ammunition
4032,7,Burgundy,Crémant de Bourgogne,Cave de Bissey
4034,2,Washington,Columbia Valley (WA),Damsel
4035,7,Loire Valley,Muscadet Sèvre et Maine,Domaine des Cognettes
4036,7,Burgundy,Santenay,Domaine Julie Belland
4038,7,Loire Valley,Saint-Nicolas-de-Bourgueil,Domaine les Pins
4039,0,Veneto,Soave,Fattori
4040,0,Veneto,Soave Classico,Inama
4041,2,Washington,Lake Chelan,Karma Vineyards
4042,2,Washington,Red Mountain,Kiona
4043,2,Washington,Yakima Valley,Tranche
4044,2,Washington,Columbia Valley (WA),Trust
4047,2,New York,Hudson River Region,Whitecliff Vineyard
4048,913,Kakheti,,Wine Man
4050,16,Mendoza Province,Valle de Uco,Zuccardi
4051,4051,Canelones,,Bouza
4053,0,Veneto,Amarone della Valpolicella Classico,Cecilia Beretta
4054,16,Mendoza Province,Mendoza,Chakana
4057,2,California,Sonoma County,Kale
4061,2,California,Napa County-Sonoma County,Twomey
4062,2,California,Sonoma County,Ty Caton
4063,2,Washington,Walla Walla Valley (WA),W.T. Vintners
4064,2,New York,North Fork of Long Island,Waters Crest
4069,2,California,El Dorado,Miraflores
4073,4073,England,,Ridgeview Estate
4074,2,California,Temecula Valley,Robert Renzoni
4075,2,California,Sonoma County,Roth
4077,2,California,Alexander Valley,Seghesio
4080,2,Washington,Horse Heaven Hills,The Conqueror
4081,7,Loire Valley,Pouilly-Fumé,Henri Bourgeois
4082,2,California,El Dorado,Holly's Hill
4083,2,California,Santa Cruz Mountains,Kathryn Kennedy
4084,2,California,Rockpile,Keating
4086,2,Washington,Wahluke Slope,Locus
4087,2,California,Sonoma Valley,B.R. Cohn
4088,5,Northern Spain,Cariñena,Bodegas San Valero
4089,0,Northeastern Italy,Friuli Grave,Cantina di Bertiolo
4090,1,Vinho Verde,,Casa de Vila Nova
4101,2,California,Napa Valley,Treasure
4102,2,California,Dry Creek Valley,Truett Hurst
4104,4051,Canelones,,Artesana
4105,2,California,Napa Valley,Beaucanon
4106,2,Oregon,Willamette Valley,Bryx
4107,1,Bairrada,,Campolargo
4108,1,Douro,,Duorum
4110,2,California,Russian River Valley,La Pitchoune
4112,2,California,Sonoma Valley,Lasseter
4114,8,Mosel,,Leonard Kreusch
4116,2,California,North Coast,Liberated
4119,0,Sicily & Sardinia,Sicilia,Donnafugata
4123,2,California,Livermore Valley,Eagle Ridge
4124,2,California,Livermore Valley,En Garde
4125,0,Piedmont,Alta Langa,Fontanafredda
4127,7,Champagne,Champagne,Billecart-Salmon
4128,7,Champagne,Champagne,Boizel
4131,7,Bordeaux,Blaye Côtes de Bordeaux,Vignobles Carreau Selection
4134,1,Tejo,,Casal da Coelheira
4135,7,Champagne,Champagne,Le Brun de Neuville
4136,1,Port,,Quinta das Carvalhas
4140,2,Oregon,Willamette Valley,Shea
4143,2,California,El Dorado,Skinner
4146,2,California,Edna Valley,Chamisal Vineyards
4147,2,Oregon,Willamette Valley,Domaine Divio
4150,2,Washington,Columbia Valley (WA),Gramercy
4151,7,Champagne,Champagne,Huré Frères
4153,2,California,Dry Creek Valley,Michel-Schlumberger
4154,0,Sicily & Sardinia,Etna,Pietradolce
4155,7,Champagne,Champagne,José Dhondt
4157,2,California,Sonoma Coast,Neyers
4158,2,California,Sonoma Coast,Nicholson Ranch
4163,0,Southern Italy,Aglianico del Vulture,Cantine del Notaio
4166,0,Southern Italy,Taurasi,Contrade di Taurasi - Lonardo
4167,2,Oregon,Eola-Amity Hills,Cristom
4170,2,California,El Dorado County,Twisted Twig
4172,2,Washington,Columbia Valley (WA),Claar
4174,2,California,Napa County,Mumm Napa
4175,2,California,Central Coast,Parker Station
4176,2,California,Napa Valley,Sequoia Grove
4177,2,Washington,Columbia Valley (WA),Skyfall
4180,2,Texas,Texas,Haak
4181,2,New York,Finger Lakes,Inspire Moore
4183,7,Provence,Côtes de Provence,Les Vignobles Gueissard
4184,7,Burgundy,Côtes de Nuits Villages,Louis Max
4186,2,California,Russian River Valley,Orogeny
4187,2,California,Monterey County,Paris Valley Road Cellars
4190,0,Veneto,Amarone della Valpolicella,San Cassiano
4191,2,California,Carneros,Tin Barn
4192,36,Rapel Valley,,Casas del Bosque
4193,2,California,Central Coast,Sanford
4197,7,Provence,Coteaux d'Aix-en-Provence,Commanderie de la Bargemone
4202,0,Veneto,Soave Classico,Le Albare
4203,2,California,Paso Robles Willow Creek District,LXV
4204,7,Burgundy,Bourgogne Hautes Côtes de Beaune,Nuiton-Beaunoy
4206,125,Paarl,,Olsen Private Vineyards
4207,16,Mendoza Province,Mendoza,Payana
4208,7,Burgundy,Bourgogne Hautes Côtes de Nuits,Pierre Gruber
4209,0,Northeastern Italy,Vigneti delle Dolomiti,Pisoni
4211,1,Lisboa,,Quinta de Chocapalha
4216,2,California,Russian River Valley,Thomas George
4218,1,Vinho Verde,,Vicente Faria Vinhos
4219,16,Mendoza Province,Vista Flores,Blanchard & Lurton
4220,2,California,Carneros,Broadway Vineyards
4221,0,Veneto,Soave,Corte Adami
4222,0,Veneto,Veneto,De Stefani
4223,16,Mendoza Province,Mendoza,Enrique Foster
4226,2,California,Santa Barbara County,Flor De Campo
4229,2,California,Alexander Valley,Hobo
4232,2,New York,North Fork of Long Island,Suhru
4233,2,Washington,Yakima Valley,Swiftwater Cellars
4235,174,Hawke's Bay,,Te Mata
4236,2,California,Paso Robles,Peloton
4237,2,California,Carneros,Portalupi
4239,7,Burgundy,Saint-Aubin,Roche de Bellene
4241,36,Casablanca Valley,,Viña Casablanca
4242,2,California,Rutherford,Judge Palmer
4243,3131,,,Kakhetia Traditional Winemaking
4245,2,California,Sonoma Coast,Mirror
4248,2,California,Lodi,Peltier
4250,2,Washington,Horse Heaven Hills,Robert Karl
4252,5,Northern Spain,Bierzo,Senda Verde
4253,2,California,Lake County,Shannon Ridge
4255,2,California,South Coast,TAO
4256,2,California,California,The Federalist
4257,16,Mendoza Province,Mendoza,Chaman
4258,0,Piedmont,Barbera d'Alba Superiore,Le Vigne di Ca' Nova
4262,7,France Other,Mediterranée,Domaine Terre de Mistral
4264,5,Levante,Jumilla,Caracol Serrano
4265,7,Bordeaux,Bordeaux,Château de la Bouyère
4266,7,Bordeaux,Blaye Côtes de Bordeaux,Château la Croix Saint-Pierre
4267,2,California,Sonoma County,Simi
4269,2,California,Napa Valley,Topanga
4270,2,California,California,Belle Ambiance
4277,7,France Other,Mediterranée,Les Maîtres Vignerons de la Presqu'île de Saint-Tropez
4280,2,California,Napa Valley,Vin Roc
4281,2,California,Russian River Valley,Woodenhead
4282,7,Bordeaux,Blaye Côtes de Bordeaux,Château Siffle Merle
4283,2,California,Sonoma County,Cosa Obra
4284,7,Loire Valley,Muscadet Sèvre et Maine,Domaine de Beauregard
4285,5,Catalonia,Cava,Freixenet
4286,5,Central Spain,Almansa,Santa Quiteria
4290,2,California,Sonoma County,Valley of the Moon
4291,2,California,Marin County,Pey-Marin
4293,36,Maule Valley,,Simone
4295,271,Drama,,Domaine Costa Lazaridi
4298,2,California,Sonoma Valley,Gundlach Bundschu
4303,7,Bordeaux,Haut-Médoc,Château Barreyres
4305,0,Veneto,Amarone della Valpolicella Classico,Vigneti Villabella
4307,0,Veneto,Amarone della Valpolicella Classico,Le Ragose
4310,0,Veneto,Amarone della Valpolicella Classico,Guerrieri Rizzardi
4311,36,Aconcagua Valley,,Porta
4313,7,Bordeaux,Barsac,Château Nairac
4314,5,Northern Spain,Rioja,Cosme Palacio y Hermanos
4315,7,Loire Valley,Pouilly-Fumé,Domaine Seguin
4317,1,Port,,Gilberts
4321,5,Andalucia,Jerez,Lustau
4324,77,Western Australia,Margaret River,Watershed
4325,7,Bordeaux,Sauternes,Château Rabaud-Promis
4327,2,Oregon,Willamette Valley,Daedalus Cellars
4329,5,Andalucia,Jerez,Bodegas Dios Baco S.L.
4330,0,Sicily & Sardinia,Menfi,Cantine Barbera
4332,77,South Australia,McLaren Vale,Yangarra Estate Vineyard
4333,77,Victoria,Yarra Valley,Yering Station
4334,5,Andalucia,Montilla-Moriles,Alvear
4336,5,Northern Spain,Valdeorras,Avancia
4338,2,California,Russian River Valley,Screen Door Cellars
4339,0,Tuscany,Brunello di Montalcino,Seconda Stella a Destra
4340,2,Oregon,Willamette Valley,Sokol Blosser
4342,2,Oregon,Dundee Hills,Soléna
4343,2,California,Sonoma Coast,Sonoma-Cutrer
4344,2,California,Sonoma Coast,Talisman
4346,2,California,Dunnigan Hills,Tinto Rey
4348,2,California,Paso Robles,Wild Hogge
4349,2,Oregon,Eola-Amity Hills,Zenith
4352,0,Tuscany,Vino Nobile di Montepulciano,Bindella
4353,2,California,Sonoma County,Cannonball
4354,5,Northern Spain,Ribera del Duero,Bosque De Matasnos
4355,0,Tuscany,Vino Nobile di Montepulciano,Cantina del Giusto
4357,7,Bordeaux,Listrac-Médoc,Château Ducluzeau
4358,7,Bordeaux,Médoc,Château La Clare
4359,7,Bordeaux,Fronsac,Château la Vieille Cure
4360,7,Bordeaux,Médoc,Château Lestruelle
4361,7,Bordeaux,Saint-Émilion,Château Monbousquet
4363,1,Douro,,Sogevinus
4364,7,Burgundy,Pouilly-Fuissé,Roger Lassarat
4365,0,Northeastern Italy,Collio,Russiz Superiore
4367,16,Other,Río Negro Valley,Bodega Chacra
4368,7,Burgundy,Saint-Véran,Bret Brothers
4369,16,Mendoza Province,Mendoza,Ca' de Calle
4372,7,Burgundy,Saint-Véran,Collovray et Terrier
4373,7,Burgundy,Meursault,Domaine Michel Bouzereau
4374,2,California,Napa Valley,Girard
4375,2,Washington,Red Mountain,Mark Ryan
4376,2,California,Carmel Valley,Bernardus
4377,7,Burgundy,Pouilly-Fuissé,Daniel Barraud
4378,5,Northern Spain,Rioja,Dinastía Vivanco
4379,7,Burgundy,Mâcon-Villages,Domaine des Comtes Lafon
4380,2,Washington,Columbia Valley (WA),Gordon Brothers
4381,2,Washington,Red Mountain,Grand Rêve
4384,7,Beaujolais,Brouilly,Domaine Bertrand
4385,7,Burgundy,Mâcon-Milly Lamartine,Domaine Carrette
4386,7,Burgundy,Santenay,Domaine Jessiaume
4388,7,Burgundy,Saint-Véran,Domaine Pascal et Mireille Renaud
4389,2,Washington,Walla Walla Valley (WA),Drink Washington State
4396,2,California,Anderson Valley,Francis Ford Coppola
4403,0,Piedmont,Barbaresco,La Spinona
4408,2,California,Russian River Valley,McKahn
4409,7,Burgundy,Pouilly-Fuissé,Meurgey-Croses
4412,2,Washington,Horse Heaven Hills,Pacific Rim
4413,7,Burgundy,Saint-Véran,Rijckaert
4416,0,Piedmont,Barbera d'Asti,Vite Colte
4417,2,Washington,Walla Walla Valley (WA),Woodward Canyon
4420,5,Andalucia,,Jorge Ordóñez & Co.
4421,2,California,Sta. Rita Hills,Kitá
4422,2,California,Sierra Foothills,Le Casque
4423,5,Northern Spain,Rioja,Luis Cañas
4425,0,Piedmont,Barbaresco,Adriano Marco & Vittorio
4427,2,California,Santa Cruz Mountains,Black Ridge
4428,0,Piedmont,Barbaresco,Cantina del Pino
4429,7,Beaujolais,Chénas,Château de Chénas
4430,7,Provence,Coteaux Varois en Provence,Château d'Ollières
4432,0,Piedmont,Barbaresco,Dante Rivetti
4435,7,Burgundy,Savigny-lès-Beaune,Domaine Pierre Guillemot
4439,7,Beaujolais,Chénas,Florent Descombe
4440,36,Loncomilla Valley,,Gillmore
4441,0,Central Italy,Romagna,Giovanna Madonia
4442,2,Washington,Columbia Valley (WA),Cairdeas
4444,2,Oregon,Rogue Valley,RoxyAnn
4445,0,Tuscany,Chianti,Straccali
4446,7,Rhône Valley,Saint-Joseph,Les Vins de Vienne
4447,5,Northern Spain,Rioja,Señorio de Uñuela
4449,1,Vinho Verde,,Adega de Monção
4453,7,Provence,Vin de Pays Var,Château Routas
4454,2,California,Amador County,Clos du Lac
4458,2,California,California,Eleanor
4459,5,Catalonia,Priorat,Ferré I Catasús
4461,2,California,Red Hills Lake County,Vigilance
4465,2,California,Rutherford,Riboli
4466,2,California,Livermore Valley,Rigg Estate Vineyards
4467,2,California,Lake County,Robledo
4470,2,Washington,Columbia Valley (WA),Corliss Estates
4471,2,California,Carneros,Etude
4473,2,California,Anderson Valley,Bink
4477,2,Washington,Columbia Valley (WA),Ashan
4478,2,Washington,Walla Walla Valley (WA),Aluvé
4480,0,Veneto,Amarone della Valpolicella Classico,Buglioni
4481,7,Loire Valley,Sancerre,Château de Crézancy
4484,7,Burgundy,Volnay,Domaine Henri Delagrange
4487,2,California,St. Helena,Sleeping Giant
4488,2,California,Santa Ynez Valley,Solminer
4490,174,Hawke's Bay,,Squawking Magpie
4491,174,Hawke's Bay,,Trinity Hill
4493,2,California,Russian River Valley,WesMar
4495,2,Washington,Yakima Valley,JM Cellars
4497,7,Burgundy,Gevrey-Chambertin,Maison Stéphane Brocard
4498,125,Coastal Region,,Gottfried Mocke Wine Projects
4499,125,Darling,,Nicky Versfeld
4500,125,Stellenbosch,,Vriesenhof
4501,125,Durbanville,,Nitida
4502,2,California,Fort Ross-Seaview,Wayfarer
4503,0,Sicily & Sardinia,Terre Siciliane,Passopisciaro
4506,2,California,Mt. Harlan,Calera
4508,2,California,Russian River Valley,Donum
4515,0,Piedmont,Barolo,Massolino
4519,7,Loire Valley,Quarts de Chaume,Château Pierre-Bise
4521,2,California,Sonoma Valley,Three Sticks
4522,0,Piedmont,Barolo,Giacomo Conterno
4523,0,Sicily & Sardinia,Etna,Biondi
4526,7,Loire Valley,Bonnezeaux,Château de Fesles
4527,0,Sicily & Sardinia,Vittoria,COS
4528,36,Central Valley,,Aguirre
4529,2,California,Livermore Valley,Wood Family Vineyards
4534,0,Northeastern Italy,Delle Venezie,Cara Mia
4535,2,California,Oak Knoll District,Materra Cunat Family Vineyards
4537,2,California,Central Coast,Hess Select
4539,0,Central Italy,Lambrusco dell'Emilia,Quarticello
4540,2,California,California,Six Degrees
4541,2,California,California,Austerity
4542,7,Bordeaux,Bordeaux Clairet,Château de Piote
4543,0,Central Italy,Sangiovese di Romagna Superiore,Costa Archi
4544,2,California,Amador County,Amador Cellars
4545,2,California,Mendocino County,Green Truck
4546,2,California,Paso Robles,Brochelle Vineyards
4547,7,Bordeaux,Bordeaux Rosé,Château Larroque
4548,36,Cachapoal Valley,,Cornellana
4549,2,California,Lodi,Harlow Ridge
4552,5,Central Spain,Vino de la Tierra de Castilla,Dominio de Eguren
4554,36,Casablanca Valley,,William Cole
4555,5,Catalonia,Catalunya,Bodegas 1898
4556,0,Central Italy,Colli Aprutini,Fattoria Giuseppe Savini
4557,5,Catalonia,Cava,Paul Cheneau
4558,5,Central Spain,Vino de la Tierra de Castilla,Eguren
4559,1,Douro,,Quinta do Castelinho
4560,2,Oregon,Oregon,Rock Point
4561,1,Douro,,Jose Maria Vieira
4565,2,Oregon,Rogue Valley,Weisinger
4567,0,Central Italy,Montepulciano d'Abruzzo,Il Feuduccio Di S. Maria D'Orni
4568,0,Central Italy,Montepulciano d'Abruzzo Colline Teramane,Illuminati Dino
4569,16,Mendoza Province,Valle de Uco,Viñalba
4575,1,Douro,,Casa Ferreirinha
4577,7,Bordeaux,Bordeaux Blanc,Château de Birot
4578,5,Catalonia,Cava,Chic Barcelona
4580,1,Douro,,Prats & Symington LDA
4581,1,Douro,,Quinta do Filoco
4585,0,Piedmont,Moscato d'Asti,Villa Giada
4588,5,Galicia,Rías Baixas,Palacio de Fefiñanes
4589,2,California,Russian River Valley,Perception
4592,2,California,California,Sanguis
4593,0,Veneto,Valpolicella Superiore Ripasso,Santa Sofia
4594,0,Veneto,Valpolicella Classico Superiore,Sartori
4595,2,California,Arroyo Seco,Scott Family
4598,2,California,Napa Valley,Arger-Martucci
4602,2,California,California,Autonom
4604,5,Levante,Jumilla,Bodegas Tarima
4605,7,Rhône Valley,Costières de Nîmes,Château Grande Cassagne
4608,0,Veneto,Valpolicella Classico Superiore Ripasso,Degani
4609,2,California,Santa Ynez Valley,Dierberg
4610,7,Rhône Valley,Côtes du Rhône,Domaine Nicolas Boiron
4611,5,Northern Spain,Bierzo,Dominio de Tares
4612,5,Northern Spain,Rioja,Finca Allende
4613,5,Catalonia,Priorat,Genium Celler
4614,2,New York,Seneca Lake,Highland Cellars
4615,2,New York,Finger Lakes,Keuka Lake Vineyards
4616,36,Lontué Valley,,Korta
4618,0,Piedmont,Barolo,Francesco Rinaldi
4619,2,Oregon,Walla Walla Valley (OR),No Girls
4620,2,California,Santa Maria Valley,Orfila
